Код комиссии,"1. Агульная колькасць выбаршчыкаў на ўчастку (вызначаецца па спісу грамадзян, якія маюць права ўдзельнічаць у выбарах)","2. Колькасць выбаршчыкаў, якія атрымалі бюлетэні (вызначаецца шляхам падліку подпісаў выбаршчыкаў у спісе грамадзян, якія маюць права ўдзельнічаць у выбарах","3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні (вызначаецца шляхам падліку бюлетэняў, якія знаходзіліся ў скрынках для галасавання)","3.1. Колькасць выбаршчыкаў, якія прынялі ўдзел у датэрміновым галасаванні","3.2. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні па месцы знаходжання","3.3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні ў дзень выбараў у памяшканні ўчастка для галасавання",Дмитриев Андрей Владимирович,Канопацкая Анна Анатольевна,Лукашенко Александр Григорьевич,Тихановская Светлана Георгиевна,Черечень Сергей Владимирович,"5. Колькасць галасоў, пададзеных за кандыдата (кандыдатаў), які (якiя) выбыў (выбылі) у перыяд датэрміновага галасавання","6. Колькасць галасоў, пададзеных супраць усiх кандыдатаў","7. Колькасць галасоў, пададзеных супраць кандыдата, калi галасаванне праводзілася па адной кандыдатуры","8. Колькасць бюлетэняў, прызнаных несапраўднымі","9. Колькасць бюлетэняў, атрыманых участковай выбарчай камісіяй",10. Колькасць сапсаваных бюлетэняў,11. Колькасць нявыкарыстаных (пагашаных) бюлетэняў,Вложение 1,Вложение 2,Вложение 3,Вложение 4,Вложение 5,Вложение 6,Вложение 7,Комментарий,,
01-047-0057,1810,1619,1614,725,0,889,15,35,1276,181,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/898_3b15cda1ca5493b0356c,,,,,,,,,
01-047-0058,1888,1623,1623,773,15,835,16,32,1305,70,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-047-0058_d363f607d2331f8c97098d947b3bfaa7b32a4373,,,,,,,,,
01-047-0059,1665,1421,1421,652,21,748,14,27,1131,56,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-047-0059_34f095ddafb915e797b3d741c2761250ab55bf16,,,,,,,,,
01-047-0062,2632,2531,2531,994,14,1523,21,36,1957,354,17,,139,,7,2700,0,169,https://elections2020by.s3.eu-north-1.amazonaws.com/903_10352e2dfbcdb1e200a5,https://elections2020by.s3.eu-north-1.amazonaws.com/903_b18bc66f9737144f1899,,,,,,,,
01-049-0004,1950,1911,1911,586,10,1315,38,133,1438,192,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ff4hwopjm684xcwkc4j6m3gty5hx,,,,,,,,,
01-049-0006,2030,1888,1887,291,104,1492,13,19,1469,300,8,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-049-0006_5f8706ff4ee44a3047d7d6a5d56a483cbe484bbc,,,,,,,,,
01-049-0012,1294,1231,1231,204,206,821,23,11,470,630,22,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-049-0012_ed0bc0057706acacb0bac2bdaa203f75429dae94,,,,,,,,,
01-049-0013,1885,1661,1661,212,205,1244,38,21,594,865,32,,100,,11,1770,2,107,https://elections2020by.s3.eu-north-1.amazonaws.com/88clrrwdtnlfw44hztmar17b5crz,,,,,,,,,
01-049-0014,2066,1788,1788,251,43,1494,35,16,899,717,29,,84,,8,1910,2,120,https://elections2020by.s3.eu-north-1.amazonaws.com/mdxzzfafwze9idqtsq4214x41m06,https://elections2020by.s3.eu-north-1.amazonaws.com/4zms28ks1d7lz49lolngqlfp615v,,,,,,,,
01-049-0015,2100,2026,2025,243,44,1738,43,25,563,1176,44,,151,,23,2130,1,103,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-049-0015_f2cdd887362de31c91102affdadb2a9f98c790a3,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-049-0015_6bc0ce57e1c57262af6b21b1bee634655ca5a09b,,,,,,,,
01-049-0024,,,,,,,3,8,1081,121,4,,5,,0,1230,3,2,https://elections2020by.s3.eu-north-1.amazonaws.com/dg2zl43qkti9et4lywvqgy8r8hud,,,,,,,,,
01-049-0030,1027,1009,1009,239,149,621,23,10,442,421,20,,69,,24,1070,,61,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-049-0030_b033fa71596873325fb3e827f42c0ab8aaa0315e,https://elections2020by.s3.eu-north-1.amazonaws.com/xu7gx9xkz60j0rj3h2tt8c3vz1qt,,,,,,Подпис,,
01-050-0004,2090,2032,2032,871,106,1055,5,4,1896,114,6,,5,,2,2127,,95,https://elections2020by.s3.eu-north-1.amazonaws.com/1221_77a44af0c700d251fe78,,,,,,,,,
01-050-0011,835,720,720,351,85,284,14,18,495,172,11,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/t1hyb63xk137ai31vmcohpyfijz8,,,,,,,,,
01-051-0003,1571,1448,1448,488,161,799,14,47,1175,100,28,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/bgby3ie0okya4pdw40pl73jc4veq,,,,,,,,,
01-052-0007,1113,1001,1001,406,45,550,5,2,880,72,4,,29,,9,1160,,159,https://elections2020by.s3.eu-north-1.amazonaws.com/2snjmpz05a666xfiv29y5jsleir1,,,,,,,,,
01-053-0021,1155,1099,1099,276,35,788,20,18,504,443,18,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/2gnm81ye52pp1kucjhfdqrg90gz0,,,,,,,,,
01-053-0026,96,96,96,0,0,96,3,1,31,49,1,,11,,0,96,0,0,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-053-0026_06fccb572ab1d9d742d9799f00993722700b8130,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-053-0026_9304c1f4affd5453900c86f61b8110cf3f9fd041,,,,,,,,
01-054-0001,2515,2129,2129,851,49,1229,89,39,869,879,57,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/drpy035rfogk09v58rfjqihuaeom,,,,,,,,,
01-054-0005,2989,2838,2838,895,13,1930,54,13,1500,1056,20,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/bp395po4udjiyxmcvvhz6x6u58lg,,,,,,,,,
01-054-0009,1600,1488,1488,631,61,790,29,18,877,479,23,,54,,9,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-054-0009_f9836bf214e623649cc242c5e64a51de803d3b9e,,,,,,,,,
01-054-0010,1440,1309,1309,405,87,817,23,20,914,256,22,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/fsj9noptmglgzjqasqhwlxhv6lgm,,,,,,,,,
01-054-0026,543,492,492,129,210,153,6,10,330,111,13,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/garncex8y3vnzb9bgajccgs270h4,,,,,,,,,
01-054-0043,1176,1083,1083,470,17,596,12,9,647,366,9,,37,,3,1230,,147,https://elections2020by.s3.eu-north-1.amazonaws.com/nsu4u30dqt7rg3st9pfdiki4unj7,https://elections2020by.s3.eu-north-1.amazonaws.com/cgf68oairkno66qjtwpntj4mmgwp,,,,,,,,
01-055-0002,1766,1320,1320,371,26,923,20,17,616,575,35,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1376_685b85e354f01f701c56,,,,,,,,,
01-055-0003,1699,1474,1474,353,16,1105,19,24,536,745,28,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/nf9zcragmo79ukkmg9d4oje2ygwb,,,,,,,Нет второй страницы.,,
01-055-0010,683,610,610,241,161,208,14,14,389,153,4,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/gepexd8na8mrlsuurwjgwnhm662i,,,,,,,,,
01-055-0028,,,,,,,,,,,,,17,,4,331,0,22,https://elections2020by.s3.eu-north-1.amazonaws.com/39jw67xs320p3j72m6otdl002xf3,,,,,,,,,
01-055-0032,1317,1106,1106,211,31,864,27,16,380,553,29,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1406_7dc4260ea4ebd9365662,,,,,,,,,
01-056-0005,2580,2471,2470,873,18,1579,46,22,1351,905,34,0,91,0,21,2625,1,214,https://elections2020by.s3.eu-north-1.amazonaws.com/clnjx894q57q1guftekvoktm28q2,,,,,,,Нет подписей.,,
01-056-0007,1564,1494,1494,524,43,925,19,13,933,439,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/w5ds9u0g2ftuxshmchi5eyzcmcxj,,,,,,,,,
01-056-0010,1150,1116,1116,482,63,571,4,9,1071,24,3,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/6lzypbfxszmj6bt3nwlcexs1u5ew,,,,,,,,,
01-056-0012,1985,1883,1883,735,34,1114,29,30,1052,627,31,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-056-0012_e0f4893dd26f6c7ae1f296d19b1a09272a6d8589,,,,,,,,,
01-056-0013,1789,1737,1737,731,53,953,17,29,1574,71,15,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-056-0013_890cdff4b56cfac30d12f2079304103cf1e1585a,,,,,,,,,
01-056-0017,2269,2087,2087,701,220,1166,53,23,1523,287,31,,102,,68,2325,0,238,https://elections2020by.s3.eu-north-1.amazonaws.com/k4aigqxyc1ja68m1kvaxxlg4s38u,https://elections2020by.s3.eu-north-1.amazonaws.com/v0tg3kj8n0mu003whcfygsn88c4d,,,,,,Нет подписей,,
01-056-0019,2251,1988,1987,427,76,1484,39,33,684,1049,49,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1429_78d3b33ba9ca915267ae,,,,,,,,,
01-056-0020,2324,2340,2340,433,552,1355,52,33,1500,654,50,,43,,8,2909,1,568,https://elections2020by.s3.eu-north-1.amazonaws.com/5aoy5hz8bjtxc2i39fdsb70wu3s2,,,,,,,,,
01-056-0021,693,517,517,123,69,325,8,7,240,222,15,,21,,4,714,1,196,https://elections2020by.s3.eu-north-1.amazonaws.com/9y5cx3i6osex9hx0pzpsgujotw70,,,,,,,,,
01-056-0048,976,938,938,314,89,535,18,19,503,342,13,0,34,0,9,958,0,20,https://drive.google.com/file/d/1c_CQWwiGp9UuS--j85tEKlkOoc56v9ZL/view,https://elections2020by.s3.eu-north-1.amazonaws.com/1458_2f537ad0c1c5636f3dae,,,,,,,,
01-056-0049,312,283,283,117,62,104,3,2,178,80,2,,17,,1,314,1,30,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-056-0049_c08a09e36f54c17b2ca749c8be4fdc7cbd529f7e,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-056-0049_8114ecd7ba47f86807e46e5633e994f2f5fd52b5,,,,,,,,
01-057-0002,1921,1789,1789,576,47,1166,5,12,1578,170,3,,15,,6,2000,0,211,https://elections2020by.s3.eu-north-1.amazonaws.com/pnuey0xne8210oba4pp1jhs3qtfz,,,,,,,,,
01-057-0025,1423,1205,1205,375,63,767,19,23,785,293,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-057-0025_ee7cc129a70115694bb4ab293f5f39193124713c,,,,,,,,,
01-057-0037,1110,1040,1039,373,21,645,15,23,798,125,14,,58,,6,1150,,110,https://elections2020by.s3.eu-north-1.amazonaws.com/1506_79b98bfc0f045b0819e7,,,,,,,"Нет имён, нет подписей",,
01-058-0008,580,501,501,111,276,114,6,13,317,129,4,,28,,4,595,,94,https://elections2020by.s3.eu-north-1.amazonaws.com/wa0pi8fo7t1lvg3jiq2pvxyim26r,,,,,,,,,
01-060-0010,1111,1055,1055,411,17,627,63,48,580,206,84,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/sjthpb8od9jw3at1yskbykazl7vv,,,,,,,,,
01-060-0026,2367,2082,2082,823,10,1249,61,79,1674,132,73,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-060-0026_fb987ec53f7332495488c9549fb7acfdc5788def,,,,,,,,,
01-060-0028,654,603,603,140,10,453,12,8,489,81,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/pf7da3unkfe99sxup5pgaerrmhqi,,,,,,,,,
01-060-0033,1695,1559,1559,577,13,969,33,47,1271,94,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/t8wc9wwpojzbhcydjkpxnpwrzkll,,,,,,,,,
01-060-0034,1452,1321,1321,476,26,712,27,37,1044,76,30,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/m0nxzuxdxno52z9zvas71hz2laiz,,,,,,,,,
01-060-0040,1531,1349,1349,514,26,809,14,30,1057,55,13,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1083_21cc14f9c4b90c237b77,,,,,,,,,
01-060-0042,1325,1300,1300,448,25,827,28,14,1097,52,20,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/a8k44pwyujl68vmokifs70eyiihf,,,,,,,,,
01-060-0049,1619,1442,1442,451,32,959,19,15,1006,318,18,,48,,18,1671,0,229,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-060-0049_0b88db237b8e42602838dec5bcde3d45d050398f,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-060-0049_ec0f39631d8f4bce3ad8ba1506933bd44ca8502a,,,,,,"Вместо подписи слово ""подпись""",,
01-060-0056,1425,1284,1284,559,19,706,14,39,1031,62,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1099_e4ab559b3741dc7ac592,,,,,,,,,
01-060-0057,1864,1671,1671,750,7,914,21,61,1304,76,25,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1100_b1ae7b9dddd452a8d248,,,,,,,,,
01-060-0058,1161,1030,1030,434,0,596,8,10,808,57,7,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1101_46d9fb66c8f064b33336,,,,,,,,,
01-060-0059,1923,1902,1902,839,22,1041,28,15,1138,615,18,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-060-0059_4ac1f23528b63ec2fee189174a14da36d65a0039,,,,,,,,,
01-060-0060,1782,1656,1656,743,14,899,18,24,988,466,32,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-060-0060_d7b2bc746d685a08e9f7dc59403be6c795cbd601,,,,,,,,,
01-060-0061,2169,2034,2034,960,12,1062,39,16,998,793,38,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-060-0061_418d4df220896dcaae3a94fef16def3e7db88005,,,,,,,,,
01-062-0009,,,,,,,,,,,,,76,,6,850,,28,https://elections2020by.s3.eu-north-1.amazonaws.com/it9abckev7do641hg6weo8xanhht,,,,,,,отсутствует передняя страница протокола,,
01-062-0025,471,466,466,112,175,179,9,4,295,119,7,,31,,1,490,,24,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-062-0025_2615b90329161783f5ea880dbeb4ebde94aa9a07,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-062-0025_ca21dc36bd23c68ef52fdfddfd9148b3e9a20ebf,,,,,,,,
01-063-0002,1935,1561,1561,353,27,1181,36,31,669,635,36,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-063-0002_52e0ab15d131ca341abda84ff12d2766d2f5bc2c,,,,,,,,,
01-063-0010,1726,1213,1213,192,24,997,8,10,464,634,5,,69,,23,1760,1,546,https://elections2020by.s3.eu-north-1.amazonaws.com/se4v6jlaeja6exzsf7b2u95guqjm,,,,,,,,,
01-063-0011,1035,851,851,172,13,666,6,8,310,448,10,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_01-063-0011_fd83d1ac7e6a0e3e01a4424320ac7f15c630af5e,,,,,,,,,
01-063-0015,2405,2208,2208,942,26,1240,40,19,1595,392,32,,120,,10,2510,,302,https://elections2020by.s3.eu-north-1.amazonaws.com/3t0qgmyxmi7ecfz8yus96qzj715w,https://elections2020by.s3.eu-north-1.amazonaws.com/0oug1z8gwvbjwr4k22sw4agx3jvg,,,,,,совмещено с 15235,,
01-063-0021,1397,1289,1289,743,108,438,6,5,1150,66,6,,42,,14,1470,,181,https://elections2020by.s3.eu-north-1.amazonaws.com/93sxnrqcows8vq1q5o65n6loc4jf,,,,,,,,,
01-063-0049,1000,826,826,453,0,373,10,37,583,141,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/95yt0wj4awgyu29a76wkgx6id61j,,,,,,,,,
01-142-0002,1505,1359,1359,433,10,916,32,15,521,641,43,,89,,18,1575,,216,https://elections2020by.s3.eu-north-1.amazonaws.com/wekwv303na6w2xs5kor03gockp75,,,,,,,,,
02-014-0001,2426,1423,1773,716,418,639,11,23,1153,343,13,,47,,13,2440,,883,https://elections2020by.s3.eu-north-1.amazonaws.com/1752_302ac945bb584905ab2f,,,,,,,видно очень плохо,,
02-014-0002,,,,,,,,,,,,,75,,,1200,0,355,https://elections2020by.s3.eu-north-1.amazonaws.com/y8ea603xvojklic8jlra5haymmpi,,,,,,,,,
02-014-0003,2123,1550,1550,856,47,647,15,8,1270,109,39,,109,,0,2200,0,650,https://elections2020by.s3.eu-north-1.amazonaws.com/xhfzh8h00h85yqylzme1hx84rwfl,,,,,,,,,
02-014-0005,,,,,,,,,,,,,18,,8,1500,0,349,https://elections2020by.s3.eu-north-1.amazonaws.com/1756_0a5f854e0ee2a7b20e4d,,,,,,,,,
02-014-0007,1549,1177,1177,486,19,672,21,17,661,383,9,,78,,7,1600,1,423,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-014-0007_c5cb1a82691f119a0bb47f2bca14a24def64235d,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-014-0007_5a7ad6406affd6e6f34bd68582bfb8a61f490acb,,,,,,,,
02-014-0012,1219,1269,1269,447,20,802,13,32,1018,91,20,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/r81xvzauaou7d0whlzbzs6axdow3,,,,,,,В пункте 1 меньше чем в пункте 2,,
02-014-0014,2931,2141,2141,793,77,2141,22,55,1756,150,32,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/k6shcu7b8304jseccbm65ijmcwjg,,,,,,,,,
02-014-0018,2271,1494,1494,546,12,936,39,10,621,674,24,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1769_295957ab0ccd3d433b48,,,,,,,,,
02-014-0021,2130,1555,1555,767,29,759,16,39,1260,109,24,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/yevs4hccs3v0cwtw6d8oe85wy133,,,,,,,,,
02-015-0001,2326,1773,1773,716,418,639,11,23,1353,343,13,,17,,13,2440,,667,https://elections2020by.s3.eu-north-1.amazonaws.com/rodkol7bfr1tis5ujzdn11gziqrp,,,,,,,,,
02-015-0009,1833,1368,1368,792,15,561,10,18,1149,129,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1783_902c513f77578844f2f9,,,,,,,,,
02-015-0015,1299,991,991,342,231,418,19,6,792,97,16,,57,,4,1370,,,https://elections2020by.s3.eu-north-1.amazonaws.com/si70kguuez799abdlijn571w103d,,,,,,,Подписей нет на фото,,
02-015-0018,2271,1494,1494,546,12,936,39,10,621,674,24,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/9pybl2g5oit7qradtqw1x6y289ab,,,,,,,,,
02-015-0025,1889,1258,1255,324,9,925,28,12,364,672,48,,129,,2,2000,1,741,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-015-0025_28fdc11accf1b00af90a2348266564c2079e42c0,https://elections2020by.s3.eu-north-1.amazonaws.com/jwhzqroi369fa6zayapi4vfevxo4,,,,,,,,
02-015-0026,2053,1563,1563,609,20,934,31,10,1204,206,27,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ssdh8p73xijdf0mz7smjakmjivye,,,,,,,,,
02-015-0027,1579,1146,1146,468,48,630,11,18,954,128,6,,26,,3,1660,,514,https://elections2020by.s3.eu-north-1.amazonaws.com/e2c770h1looom6n26rvochq1foca,https://elections2020by.s3.eu-north-1.amazonaws.com/dcql73lftwe7kaa5p4wmi58f1mjs,,,,,,совмещено с 14515,,
02-015-0029,2320,1717,1716,954,70,692,7,11,1383,176,9,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/76nbofk7edvg2mu3jqzjbd028vam,,,,,,,,,
02-015-0030,1583,1259,1259,635,84,540,24,3,1062,116,23,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/6fveves0lcqqux2209ytq4jn64gx,,,,,,,,,
02-015-0031,1432,977,974,375,17,582,29,57,496,349,22,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/yrqpy1gjblqklj7wsmk1bxi8i9vz,,,,,,,Нет второй стороны,,
02-015-0035,1780,1388,1388,680,10,610,9,21,1105,131,12,,21,,1,1870,,567,https://elections2020by.s3.eu-north-1.amazonaws.com/tf2621f5ddcyujohxbma2l3v5hi2,,,,,,,Данные видны слабо,,
02-015-0038,2209,1741,1741,649,65,1027,23,11,1192,409,20,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-015-0038_ce9ec3d3fb64a9a6cb69701810adcbc3dcebf1c5,,,,,,,,,
02-015-0040,1725,1385,1380,692,50,638,3,5,1108,223,2,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5da5ovkdq137cp17xjc4k6jvna1q,,,,,,,,,
02-015-0042,2540,1988,1988,1008,12,968,30,11,1621,237,43,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1816_f30c2807ca6efdb8cb73,,,,,,,,,
02-015-0043,2005,1618,1618,869,93,656,22,39,1332,162,34,,29,,,2130,,512,https://elections2020by.s3.eu-north-1.amazonaws.com/6ykn3v8k0bgmghkvmnxzbxcw29dt,,,,,,,,,
02-015-0044,2151,1693,1693,859,83,751,26,18,1392,195,11,,44,,7,2280,,587,https://elections2020by.s3.eu-north-1.amazonaws.com/5dbcsl83r69vaf1gwct7lyemhw36,https://elections2020by.s3.eu-north-1.amazonaws.com/d1i5tci2stkr3uug3mcfs3tx23xx,,,,,,,,
02-015-0045,982,676,676,370,50,526,6,5,488,156,5,,16,,0,1015,1,338,https://elections2020by.s3.eu-north-1.amazonaws.com/k1d3jgi6haqnrjn79y9doj52y5ia,https://elections2020by.s3.eu-north-1.amazonaws.com/9o0nkc75vo6kvx8enlgq29aihlqn,,,,,,нет подписей и имен комиссии,,
02-015-0046,,,,,,,,,,,,,12,,3,515,,172,https://elections2020by.s3.eu-north-1.amazonaws.com/p0a02z2x5r7lo6plxarbl1z50nky,,,,,,,,,
02-015-0048,1629,1118,1118,238,37,843,20,18,555,435,17,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-015-0048_f6fc4ab504fb6d076006492ffabf2060ad3c71bd,,,,,,,,,
02-016-0005,2034,1821,1821,789,46,986,9,14,1598,85,7,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/mmrbkz6deatkanw7ef0fhiygm8cz,,,,,,,,,
02-016-0012,1505,957,957,265,47,645,30,9,472,329,18,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-016-0012_bc4d07c10bbd641379ddd446af6f5b290f6f88ab,,,,,,,,,
02-016-0013,2132,1472,1472,355,32,1085,5,23,1189,102,4,,135,,14,2240,,768,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-016-0013_b24102ba0fb5c80e73bf1b430a8766516684d5e4,https://elections2020by.s3.eu-north-1.amazonaws.com/1848_bf89feadd5127df84af8,,,,,,Нет подписей,,
02-016-0014,1861,1267,1267,314,35,918,21,10,431,666,19,,113,,7,1960,0,693,https://drive.google.com/file/d/1qLFLNUuI7z7UFN9-FyUiNy0Pfuq3y2xg/view,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-016-0014_8c7e468eb61be32c7e80e35ad500a4f8fc6ef908,,,,,,нет подписей,,
02-016-0015,1626,1057,1054,437,43,577,31,42,862,62,34,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1850_3de501a9b2b4489dad16,,,,,,,,,
02-016-0018,2271,1494,1494,546,12,936,39,10,621,674,24,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/l2hwiatabltwtiyv39tszvr17pti,,,,,,,,,
02-016-0020,1882,676,1676,729,25,947,5,8,1283,246,7,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-016-0020_4c7aeea9ebbca7c9907fb27a20b2894c1aca4ef3,,,,,,,,,
02-016-0021,1956,1720,1720,737,22,961,12,22,1492,92,6,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1856_8b3c1d8d79abc8088826,,,,,,,,,
02-016-0033,1458,1170,1170,649,0,521,3,2,766,374,4,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/g3gifwio6nq0q84tcghbpmg85gn4,,,,,,,,,
02-016-0035,2518,2090,2090,946,21,1123,19,6,1844,194,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/asagd1qy4cnxaoxjpuc1frtuq6f3,,,,,,,Нет второй страницы.,,
02-016-0038,1650,1320,1317,610,41,666,21,8,1091,151,8,,36,,2,1750,,430,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-016-0031_aa526f8e1a3a91d3fd34898c0baa40ecebde1665,https://elections2020by.s3.eu-north-1.amazonaws.com/report_02-016-0031_c0adc4ee7b1829f79b6eafb9252a291c1045e780,,,,,,"Везде слово ""подпись""",,
02-016-0039,1796,1124,1124,502,67,555,13,63,781,165,15,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3rd553ms48db4zsbxltqmxoxlmsc,,,,,,,,,
02-016-0040,1990,1524,1517,451,88,978,33,67,942,225,46,,184,,20,2100,,576,https://elections2020by.s3.eu-north-1.amazonaws.com/e28tqvy6o06uxwez1hssv1se9ygt,https://elections2020by.s3.eu-north-1.amazonaws.com/snsgy3o6wa1hlu1jw2a5frmqze0g,,,,,,,,
02-016-0044,2472,2336,2336,864,9,1463,44,24,1445,524,61,,116,,,,14,225,https://elections2020by.s3.eu-north-1.amazonaws.com/28rmxe8jpdswql1ymkvrwt1gyojn,https://elections2020by.s3.eu-north-1.amazonaws.com/ic77d873tlsvz0gqvdfnrwz43ujv,,,,,,Пункт 9 на фотографии не виден,,
02-016-0047,2105,1580,1578,679,43,856,30,44,1114,145,35,,183,,27,2200,1,619,https://elections2020by.s3.eu-north-1.amazonaws.com/nny6eqpp8permt1gxtvwk52in9ap,,,,,,,Вместо подписи подпис,,
02-016-0059,1938,1346,1346,449,72,825,11,60,883,311,11,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/qqhcb4rdhs7ec10le3nurk9ni3j7,,,,,,,,,
02-016-0071,2656,2201,2201,1217,14,970,4,2,1670,497,4,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/appwuyycia62bp6u25mq94v8fwen,,,,,,,,,
02-065-0001,1499,1450,1450,464,205,781,44,11,607,672,29,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/sxpagil3ycvo6dowva6xko95qroe,,,,,,,,,
02-065-0004,1277,1009,1009,421,37,551,30,15,596,298,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/tq8quw5e3bwl6zasy29oavm9twak,,,,,,,,,
02-065-0007,1370,1001,1001,379,96,526,24,17,504,359,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/9k3a5ipira9g8f4axd2e5bfv9vvn,,,,,,,,,
02-065-0015,523,518,518,211,42,265,13,10,247,215,3,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1971_e1cd5a51326c967f7a78,,,,,,,,,
